uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
138da0df07817ec6d86015475858ded8,"Tras un año del ataque terrorista en Ciudad Bolívar, sigue el clamor por seguridad.Foto: Gustavo Torrijos Zuluaga Por Laura C. Peralta GiraldoPeriodista con enfoque de género y con interés en temas sociales, políticos y de paz. @LauraCPeraltaglperalta@elespectador.comSíguenos en Google NoticiasTemas recomendados:BogotáNoticias de BogotáNoticias Bogotá hoyCiudad BolívarSeguridadSeguridad en BogotáSeguridad Ciudad BolívarArborizadora AltaPremiumEEIr a los comentarios","Tras un año del ataque terrorista en Ciudad Bolívar, sigue el clamor por seguridad",https://www.elespectador.com//bogota/tras-un-ano-del-ataque-terrorista-en-ciudad-bolivar-sigue-el-clamor-por-seguridad/,elespectador,www.elespectador.com,9,35
1a950970a855085f2cd7f85cd7afdc4a,"Vereda La Cucuana, en Cajamarca, Tolima. Los emblemáticos loros orejiamarillos se resguardan en las últimas palmas que dejan los cultivos extensivos de aguacate hass.Foto: Terumoto FukudaEn uno de sus incontables viajes, Alexander von Humbolt describió la palma de cera (Ceroxylon quindiuense) como “el bosque sobre el bosque”, tomando prestada la imagen de la novela francesa Pablo y Virginia, de Jacques Henri Bernardino de Saint-Pierre. Y en su Cosmos. Ensayo de una descripción física del universo, confesó que se conmovió al borde del llanto cuando vio las montañas inundadas de esta palma en lo que hoy es Colombia. También le ocurrió con la estepa de Asia. Por María Paula  Lizarazo@mariap_lizarazomlizarazo@elespectador.comSíguenos en Google NoticiasTemas recomendados:Noticias ColombiaAguacate hassGreen SuperFoodLoro orejiamarilloPalma de ceraDeforestaciónPremiumEEIr a los comentarios","Aguacate hass, de un éxito en el Super Bowl a posible riesgo para un lorito colombiano",https://www.elespectador.com//ambiente/aguacate-hass-de-un-exito-en-el-super-bowl-a-posible-riesgo-para-un-lorito-colombiano/,elespectador,www.elespectador.com,9,69
d4f465f54fc45a61ab5e6cc149c05bf8,"Naufragio de migrantes en en Canal de la Mancha. Foto: Agencia AFPTirana Hassan, quien asumirá el cargo de directora ejecutiva de Human Rights Watch el lunes, comentó que el plan del Reino Unido para deportar a los solicitantes de asilo a Ruanda “erosionaría por completo” su posición en el escenario mundial. En declaraciones a The Guardian, afirmó: “Todo el mundo debería preocuparse por esto. No se trata solo de lo que está sucediendo en el Reino Unido”. Síguenos en Google NoticiasTemas recomendados:Noticias el mundoEl mundo hoyúltimas noticias en el mundonoticias hoyúltimas noticiasEuropaReino UnidoRuandaMigraciónPremiumEEIr a los comentarios",Dudas legales y sociales: los reparos al plan  migratorio del Reino Unido,https://www.elespectador.com//mundo/europa/dudas-legales-y-sociales-los-reparos-al-plan-migratorio-del-reino-unido-noticias-de-hoy/,elespectador,www.elespectador.com,8,55
d97c60c876fd06ea943a1b5d3ce4e1d4,"Foto de referencia. / Archivo Foto: ArchivoLa Contraloría General de la República lanzó cinco nuevas alertas por $70.329 millones sobre el sistema de pagos para reclamaciones de accidentes de tránsito sin SOAT que maneja la Administradora de los Recursos del Sistema General de Seguridad Social en Salud (Adres). El total de alertas emitidas hasta ahora asciende a $340.000 millones.Las alertas que emitió la entidad, a través de la Dirección de Información, Análisis y Reacción Inmediata (Diari), tienen que ver con los pagos sin SOAT a vehículos identificados en más de un evento, giros sobre personas muertas antes de la fecha del incidente, reincidencia de accidentes por parte de la víctima, procedimientos “incongruentes con el seco de la víctima” y posibles sobrecostos en los procedimientos.Así las cosas, los eventos con mayor reincidencia, involucran recursos por $41.132.016.002 y hacen referencia a quienes tuvieron más de un accidente por semestre. De acuerdo con la entidad, encontraron 12.025 personas involucradas y 26.354 accidentes.Lea: El FMI alertó sobre un aumento de los riesgos para la estabilidad financieraLa Adres, según dijo la entidad mediante un comunicado, ha pagado más de $3 millones por cada persona reincidente. Aunque la Diari alertó anteriormente este tema, continúan presentándose estos casos. Por ejemplo, “un paciente en Cali tuvo 10 accidentes entre abril y diciembre de 2019 (4 en este último mes). No obstante lo anterior continua reportando esta novedad en 2020 (8 veces) y 2021 (2). En los 20 accidentes nunca se pudo identificar el vehículo involucrado, por lo que nunca existió una póliza SOAT que cubriera el siniestro”.Por otro lado, la Contraloría evidenció que hay 4.420 placas que han estado involucradas en más de un evento en el período de análisis, donde la Adres ha pagado $28.846 millones en atenciones a las víctimas. Además, las placas de los vehículos en las reclamaciones de las IPS por atenciones de salud corresponden a accidentes de tránsito sin SOAT, que ocurrieron entre enero de 2018 y octubre de 2022.Lea también: Comenzó a operar la nueva ruta aérea Bogotá-IpialesEl informé también evidenció eventos cuya fecha fue posterior al fallecimiento del accidentado, “circunstancia que no es consistente ya que una persona fallecida no es sujeto de un accidente de tránsito. Se identificaron 27 víctimas en las que la Adres realizó pagos por más de $198 millones”.Finalmente, la Contraloría le pidió a la Adres extremar los controles de los pagos que se generan desde la subcuenta ECAT, “toda vez que esta entidad será la llamada a administrar los recursos de la reforma a la salud que se encuentra en trámite”.💰📈💱 ¿Ya te enteraste de las últimas noticias económicas? Te invitamos a verlas en El Espectador.Síguenos en Google NoticiasTemas recomendados:SOATContraloría GeneralAlertasAccidentes de tránsitoDiariAdministradora de los Recursos del Sistema General de Seguridad Social en SaludAdresIr a los comentarios",Contraloría realiza nuevas alertas por pagos en accidentes de tránsito sin SOAT,https://www.elespectador.com//economia/contraloria-realiza-nuevas-alertas-por-pagos-en-accidentes-de-transito-sin-soat/,elespectador,www.elespectador.com,8,221
3a8d708d936b02812447dc3a5ce0aa74,Unas impresionantes fotos de miles de jóvenes pandilleros semidesnudos y hacinados en una gigantesca cárcel fueron divulgadas masivamente por el Gobierno de Nayib Bukele como prueba de su exitosa política de mano dura. Detrás hay algo más escabroso. Síguenos en Google NoticiasTemas recomendados:Nayib BukeleEl caminantePremiumEEColumnistasIr a los comentarios,El “milagro” Bukele,https://www.elespectador.com//opinion/columnistas/maria-teresa-ronderos/el-milagro-bukele/,elespectador,www.elespectador.com,2,30
8703b7799567a7937d03acb1551578ea,"Preocupa que los entes de control crucen la línea de los pesos y contrapesos para convertirse en nuevos analistas políticos de Presidencia.Foto: Archivo PaLa Procuraduría y la Fiscalía no pueden convertirse en espacios para la participación política de oficio. Esta semana, los micrófonos de los medios de comunicación estuvieron saturados por declaraciones de la procuradora general, Margarita Cabello, y del fiscal general, Francisco Barbosa, quienes adoptaron tonos más cercanos a la política que al desempeño de sus cargos. Pueden, por supuesto, comentar los proyectos de ley y alzar la voz si consideran que hay problemas institucionales para denunciar; pero lo que estamos viendo parece un ejercicio de oposición política más que de sus funciones. Preocupa que los entes de control crucen la línea de los pesos y contrapesos constitucionales de esa manera.Se volvió costumbre que fiscal y procuradora sean los nuevos analistas políticos. El director del ente investigador parece sentirse cómodo acaparando los reflectores y planteándose como oposición al gobierno de Gustavo Petro. Lo vimos en sus comentarios al Plan Nacional de Desarrollo y en sus constantes críticas a los procesos de paz. No solo en fondo, sino en forma, el fiscal Barbosa parece estar dando discursos políticos de tono populista. Para la muestra un botón: “Pablo Escobar estaría feliz con esta ley de sometimiento, el cartel de Cali estaría feliz con esta ley de sometimiento. ¿Qué pensarían Rodrigo Lara y Enrique Low Murtra con esta ley de sometimiento? Están ensuciando la dignidad de este país”. ¿Debe la Fiscalía ayudar e intervenir en la formulación y análisis de una ley de sometimiento? Por supuesto. ¿Está facultado el fiscal para hacer juicios de valor tan crudos y difundirlos sin mesura en el debate público? Eso es más cuestionable.Lo propio hizo la procuradora. Es difícil comprender por qué la directora del Ministerio Público se presentó a sí misma como la vocera de los gremios para criticar la reforma laboral. De nuevo, las formas son importantes: “Pareciera más un pliego de peticiones sindicales que una reforma laboral que beneficie a la totalidad de los trabajadores informales y los empleados de nuestro país”, dijo sobre el proyecto de ley. Al presentar sus reparos al Plan Nacional de Desarrollo, los canales institucionales reprodujeron su discurso en el que habla de “dos perlas”. Lenguaje que uno espera de la oposición en el Congreso, mas no de la procuradora general de la nación.No se trata de amordazar a los entes de control, pero tanto la procuradora Cabello como el fiscal Barbosa parecen haber visto en la Presidencia de Gustavo Petro una oportunidad de figuración política. Esa no es su función. Su rol de vigilancia debe ir acompañado de una coordinación con el Estado; sus críticas a los proyectos de ley deben ser dentro del marco constitucional. Por el bienestar del país, además, que necesita instituciones respetuosas de los pesos y contrapesos. Cuando muestran politización, la legitimidad de entidades tan importantes como la Fiscalía y la Procuraduría comienza a tambalear.Los procesos históricos que está viviendo el país y las tensiones políticas que de ellos se desprenden exigen de las instituciones un comportamiento ejemplar para resguardar la democracia. En el caso del Congreso, eso implica una oposición política responsable. En el de los entes de control, exige mesura en sus intervenciones públicas y cumplimiento de sus roles.¿Está en desacuerdo con este editorial? Envíe su antieditorial de 500 palabras a elespectadoropinion@gmail.com.Nota del director. Necesitamos lectores como usted para seguir haciendo un periodismo independiente y de calidad. Considere adquirir una suscripción digital y apostémosle al poder de la palabra.Síguenos en Google NoticiasTemas recomendados:Margarita CabelloFrancisco barbosaFiscalíaProcuraduríaIr a los comentarios","Procuradora y fiscal, ¿actores políticos?",https://www.elespectador.com//opinion/editorial/procuradora-y-fiscal-actores-politicos/,elespectador,www.elespectador.com,3,305
908cdc34a227fefa8ac75c2e2e261c32,"Y una procesión. Hay que haber visto el proceso y la procesión que motivó en días pasados la radicación de la reforma laboral. Luces multicolores sobre la columnata de la Casa de Nariño, guardia presidencial en vestuario patriota, cámaras, silletas Rimax, la ministra Ramírez siempre risueña, un tanto azorada, y el presidente Petro, como acostumbra, ausente o llegando tarde al ceremonial, de regreso de Medellín, donde andaba en jolgorios de gobierno con el alcalde Quintero. Síguenos en Google NoticiasTemas recomendados:Gobierno Petroreforma laboralPremiumEEColumnistas","Cada reforma, un proceso",https://www.elespectador.com//opinion/columnistas/lorenzo-madrigal/cada-reforma-un-proceso/,elespectador,www.elespectador.com,3,49
bcf5fc351898fbcc1c3880929c8530d2,"La ACIDC ejecuta proyectos que han beneficiado a más de 115.000 cundinamarqueses.¿Cuándo empezó a operar Agencia de Comercialización e Innovación para el Desarrollo de Cundinamarca (ACIDC) y cómo ha sido su desarrollo?Empezamos en 2021 con la misión de ser una agencia especializada para el fomento de la comercialización, generación de valor agregado e innovación de los territorios, con buenas prácticas comerciales, empresariales e innovadoras. Para 2023 hemos tenido una inversión total $125.195 millones, y la gestión de la ACIDC, incluyendo las cosechas que nutren, ha beneficiado de manera directa a 115.500 personas, 6.487 productores y se han transportado cerca de 3.380 toneladas.¿Qué tipo de estrategias y proyectos promueven para impulsar estos objetivos?Hemos venido trabajando diferentes proyectos que buscan mejorar la innovación, la producción y la comercialización de los productos y servicios característicos de la región. Con la Red Progreso Agropecuario hemos fortalecido a los productores cundinamarqueses productiva y comercialmente, a través de un incentivo económico que les permite adquirir agroinsumos hasta por $250.000. A la fecha hemos beneficiado a 40.213 productores y 7.000 caficultores. También, con nuestro programa “Cosechas que nutren” hemos entregado más de 25.100 paquetes nutricionales a familias vulnerables de Cundinamarca.Para seguir impulsando la producción de los beneficiarios hemos generado una inversión en infraestructura menor por un valor de $2.500 millones, para adecuar las unidades agroindustruales en el departamento, estas 67 obras de mejora de las unidades permiten que los cundinamarqueses desarrollen sus productos en un ambiente favorable y de mejor calidad.Asimismo hemos ayudado a gestionar la venta de cosechas de campesinos y organizaciones campesinas cundinamarquesas a precios justos y sin intermediarios, a través de diferentes canales de comercialización como: Mercados Campesinos, Compras Públicas, Agroindustria, Kuna Mya, E-commerce, exportaciones, distribución capilar, HORECA y Corabastos. También hemos generado 3.330 positivos en todos los canales comerciales, se han beneficiado cerca de 6.487 productores y se han generado ventas por más de $32.567 millones.Por medio del trabajo colaborativo hemos producido sinergias entre aliados estratégicos y organizaciones de productores para mejorar las condiciones de venta de productos y la calidad de vida de los campesinos de Cundinamarca. Más de 1.500 productores se han beneficiado directamente con las 25 alianzas firmadas con el Ministerio de Agricultura y Desarrollo Rural, lo que producido ventas por más de $1.800 millones.En cuanto a logística, la Gobernación ha apoyado con transporte a productores cundinamarqueses que trasladan sus cosechas con la flota de 50 camiones de transporte de la Agencia de Comercialización, lo que garantiza una disminución en fletes y ha impactado a 2.198 productores con un ahorro de más de $800 millones y 3.380 toneladas transportadas.También tenemos un programa pionero en la estrategia de compras, en donde compramos la cosecha de más de 423 cundinamarqueses, lo que ha mejorado las ventas en $1.054 millones.¿Cuál es el trabajo que desarrollan con las Plantas de Beneficio Animal (PBA)?Desde 2021 hemos apoyado a los municipios para la adquisición de maquinaria y equipos a fin de incrementar el porcentaje de cumplimiento de los Planes Graduales de Cumplimiento presentados al INVIMA, y de mejorar las condiciones sanitarias de los productos cárnicos y sus derivados. Es un hecho sin precedentes pues se han invertido cerca de $7.200 para el fortalecimiento de PBA en todo Cundinamarca.Al inicio de las operaciones, en 2021, impulsamos PBA en los municipios de Anolaima, Chipaque, Fómeque, Gachetá, Girardot, La Calera, La Palma, Pulí, San Francisco, Simijaca, Tabio, Tibacuy, Útica y Zipaquirá, para un total de 14 PBA intervenidas con una inversión total de $2.180 millones.Mientras que para 2023 intervenimos en los municipios de Anolaima, Chipaque, Choachí, Facatativá, Fómeque, Gachetá, La Calera, La Palma, Pulí, San Francisco, Simijaca, Tabio, Tibacuy, Útica; y también en la Empresa de Servicios Minicipales y Regionales “Ser Regionales, y en la Empresa Frigorífico y Plaza de Ferias de Zipaquirá (EFZ), para un total de 16 PBA mejoradas y una inversión de $5.100 millones.Síguenos en Google NoticiasTemas recomendados:CundinamarcaNicolás García BustosGobernación de CundinamarcaACIDCAgencia de Comercialización e Innovación para el Desarrollo de CundinamarcaAbiertoEEIr a los comentarios",El aporte de la ACIDC al progreso y la innovación,https://www.elespectador.com//especiales/el-aporte-de-la-acidc-al-progreso-y-la-innovacion/,elespectador,www.elespectador.com,4,314
2cb57053b2fdbe70bb4f2c677d8706ac, Síguenos en Google NoticiasTemas recomendados:GazaperaPremiumEEColumnistasIr a los comentarios,¿Cuál es la diferencia entre «oferente» y «ofertante»?,https://www.elespectador.com//opinion/columnistas/maria-alejandra-medina-cartagena-gazapera/cual-es-la-diferencia-entre-oferente-y-ofertante/,elespectador,www.elespectador.com,3,6
bd2fb16b5acba49d39517c37d760b328,"realme busca que las tecnologías de vanguardia sean más accesibles para todosFoto: Cortesía realmerealme, la marca de teléfonos inteligentes de más rápido crecimiento en el mundo, anunció una inversión en recursos de investigación y desarrollo (I+D) en un centro denominado Realme Global Institute of Leap-forward Technology, ubicado en Shenzhen, China, con sucursal especializada en India.Este Instituto se suma a otros cuatro importantes estudios de diseño a nivel mundial de realme para acelerar innovaciones en términos de diseño de teléfonos inteligentes. Los recursos de I+D representan la estrategia y la determinación de realme para acelerar innovaciones para el desarrollo de productos futuros.En esta oportunidad, el Instituto de Shenzhen se encargará de desarrollar importantes innovaciones tecnológicas, mientras el centro de investigación y desarrollo en India tendrá la tarea principal de recopilar y clasificar los comentarios de la comunidad de usuarios para guiar el desarrollo de futuros proyectos. Esto conducirá a una mejora más ágil y adaptable que permitirá a Realme ofrecer una mayor velocidad y calidad en sus tecnologías, productos y marketing.El realme Global Institute of Leap Forward Technology incluye a más de 60 expertos técnicos para supervisar la competencia de futuros productos, mientras realme anunció la ampliación de su equipo de I+D, que ahora cuenta con el 60 % del total de empleados de la marca, apuntándole a la innovación en seis puntos claves: cargas rápidas, fotografía, pantallas, juegos, chipset y diseño industrial.Además, el Instituto trabajará paralelamente con aliados y laboratorios de la industria móvil (internos y externos), lo que acelerará la explotación de la demanda de los usuarios y una operación más eficiente entre I+D y marketing.Al respecto, Yao Kun, presidente de investigación y desarrollo global de realme, dijo: “La innovación permite una transformación tecnológica más rápida a través de inventos que no existían. Por lo tanto, nos enorgullece anunciar que se estableció realme Global Institute of Leap-forward Technology para crear un marco de investigación para respaldar el crecimiento de nuestro negocio en el futuro y crear tecnologías avanzadas que necesita el mercado”.De este modo, cada paso de realme en el desarrollo de productos se basará en la estrategia Spire, lo que significa que cada nuevo producto creado estará equipado con al menos una de las tecnologías avanzadas de la siguiente manera: tecnología de punta, experiencia, diseño y desempeño.Así, realme se ha dedicado en bridar productos dirigidos a sus fans con tecnologías de diseño más enfocadas. Mediante la estrategia Spire, la marca mejorará la experiencia de producto, donde cada uno estará respaldado por diseños, rendimientos y experiencias superiores. Los tres cimientos serán la base estable de esta “torre”, de toda la experiencia del producto, desde la tecnología hasta el diseño, el rendimiento y más.Además, la marca confirma actualización estratégica de su Serie CUn estudio de la marca descubrió que un 70 % de usuarios de la serie C quisieran mayor almacenamiento, 56 % una mejor cámara y 50 % gustaría de una carga más rápida en sus celulares.Por eso, la marca busca posicionar su serie C como “la campeona del segmento”, con el objetivo de crear “un teléfono campeón que todo el mundo puede permitirse comprar”.Con las actualizaciones estratégicas, la nueva serie C logrará una tecnología líder en su segmento centrada en imagen, almacenamiento, carga rápida y diseño. Por lo que, para ofrecer una experiencia de usuario mejorada, realme hará esfuerzos en tres aspectos en la serie C: ofrecer una cámara con más píxeles, mayor almacenamiento y carga más rápida en sus terminales.Además, con el objetivo de ofrecer una experiencia de usuario que sobrepase las expectativas, realme incluirá más características innovadoras en la serie C. Con esto, la marca se adhiere a traer diseños audaces, típicos de las gamas altas, a los celulares de la serie C, superando todos los demás diseños de teléfonos en el segmento.Aunque había puesto en marcha la estrategia Spire en las series GT y Número, ahora la marca la incorpora para su serie C mostrando determinación para redefinir el teléfono en su rango de precios, haciendo de esta una línea de productos con el estándar de buque insignia.La estrategia Spire ilustra que un producto liderará con un gran salto tecnológico -innovación-, para ser parte de la torre de productos insignia de realme. Además, se apoyará en un diseño, rendimiento y experiencias superiores, que son los cimientos estables de esta torre.La compañía cree que los teléfonos de cualquier segmento no tienen por qué sacrificar ni degradar sus especificaciones, y por ello la marca promete seguir ofreciendo funciones líderes en cada categoría de smartphones para que superen las expectativas de sus usuarios, sea cual sea el rango de precios en que el consumidor se interese.Con dichas actualizaciones estratégicas en la serie C, Realme ofrecerá productos con más e interesantes características que los harán líderes en su segmento. La nueva serie C (mejorada) persigue el objetivo de ser la mejor opción en su categoría, y Realme ilustra que la C es de “Campeón”.Además de promover el concepto de que “todos somos campeones en la vida”, realme pretende que los jóvenes de todo el mundo crezcan y disfruten de su experiencia de campeón en cada momento.Síguenos en Google NoticiasTemas recomendados:realmeTecnologíaTendencias en celularesSmartphonesColombiaIr a los comentarios",realme amplía recursos de I+D para potenciar tecnología de punta ,https://www.elespectador.com//contenido-patrocinado/realme-amplia-recursos-de-id-para-potenciar-tecnologia-de-punta/,elespectador,www.elespectador.com,6,445
